KeyWords	topic
('employee', 'work', 'employ', 'self')	10901_occupation__employment
('intention', 'leave', 'circumstance', 'job')	10901_occupation__employment
('door', 'work', 'day', 'time')	10901_occupation__employment
('overtime', 'hour', 'work', 'week')	10901_occupation__employment
('step', 'find', 'take', 'work')	10901_occupation__employment
('prefer', 'return', 'work', 'time')	10901_occupation__employment
('look', 'job', 'employ', 'month')	10901_occupation__employment
('one', 'reason', 'turn', 'think')	10901_occupation__employment
('describe', 'situation', 'employment')	10901_occupation__employment
('employee', 'supervise', 'duty')	10901_occupation__employment
('employee', 'employ', 'self')	10901_occupation__employment
('stop', 'job', 'tell')	10901_occupation__employment
('reason', 'work', 'week')	10901_occupation__employment
('week', 'work', 'job')	10901_occupation__employment
('thing', 'attract', 'job')	10901_occupation__employment
('person', 'work', 'firm')	10901_occupation__employment
('account', 'partnership', 'work')	10901_occupation__employment
('kind', 'organisation', 'work')	10901_occupation__employment
('description', 'occupation', 'job')	10901_occupation__employment
('job', 'think', 'have')	10901_occupation__employment
('leshst', 'start', 'period')	10901_occupation__employment
('turn', 'promotion', 'month')	10901_occupation__employment
('employment', 'name]/', 'pay')	10901_occupation__employment
('turn', 'think', 'one')	10901_occupation__employment
('time', 'job')	10901_occupation__employment
('way', 'job')	10901_occupation__employment
('people', 'employ')	10901_occupation__employment
('week', 'job')	10901_occupation__employment
('end', 'period')	10901_occupation__employment
('way', 'work')	10901_occupation__employment
('day', 'time')	10901_occupation__employment
('influence', 'work')	10901_occupation__employment
('employment', 'pay')	10901_occupation__employment
('association', 'union')	10901_occupation__employment
('influence', 'task')	10901_occupation__employment
('employment', 'period')	10901_occupation__employment
('father', 'year', 'work', 'time', 'think')	10902_social_classification
('time', 'mother', 'job')	10902_social_classification
('time', 'father', 'job')	10902_social_classification
('work', 'mother')	10902_social_classification
('hour', 'pound', 'code', 'pay', 'enter')	10903_income
('income', 'figure', 'tax', 'deduction', 'check')	10903_income
('deduction', 'group', 'place', 'number', 'card')	10903_income
('pension', 'tax', 'deduction', 'due', 'pay')	10903_income
('tax', 'union', 'deduction', 'due', 'salary')	10903_income
('account', 'figure', 'profit', 'loss', 'period')	10903_income
('earn', 'job', 'deduction', 'month', 'second')	10903_income
('home', 'adoption', 'paternity', 'receive', 'pay')	10903_income
('business', 'good', 'material', 'equipment', 'pay')	10903_income
('hour', 'work', 'receive', 'pay', 'week')	10903_income
('account', 'prepare', 'year', 'beginning', 'period')	10903_income
('account', 'prepare', 'period', 'month')	10903_income
('profit', 'loss', 'figure', 'relate')	10903_income
('estimate', 'enter', 'hour', 'code')	10903_income
('rate', 'hour', 'work', 'pay')	10903_income
('receive', 'include', 'know', 'income')	10903_income
('estimate', 'enter', 'OVERTIME', 'code')	10903_income
('hour', 'calculate', 'pay', 'salary')	10903_income
('year', 'account', 'prepare', 'period')	10903_income
('total', 'tax', 'code')	10903_income
('rate', 'overtime', 'pay')	10903_income
('estimate', 'enter', 'code')	10903_income
('cover', 'period')	10903_income
('receive', 'payment')	10903_income
('figure', 'deduction')	10903_income
('overtime', 'pay')	10903_income
('hour', 'pay')	10903_income
('tax', 'code')	10903_income
('receive', 'pay')	10903_income
('explain', 'family', 'partner', 'follow', 'number')	10904_finances
('investment', 'dividend', 'month', 'interest', 'receive')	10904_finances
('ask', 'gas', 'rate', 'bill', 'electricity')	10904_finances
('housing', 'month', 'find', 'mortgage', 'people')	10904_finances
('half', 'proportion', 'quarter', 'receive', 'enter')	10904_finances
('family', 'loan', 'friend', 'community', 'money')	10904_finances
('payment', 'tell', 'cover', 'child', 'maintenance')	10904_finances
('apply', 'number', 'bill', 'card', 'pay')	10904_finances
('country', 'follow', 'people', 'money', 'gift')	10904_finances
('debit', 'credit', 'loyalty', 'card', 'store')	10904_finances
('child', 'send', 'support', 'give', 'money')	10904_finances
('partner', 'say', 'child', 'receive', 'behalf')	10904_finances
('age', 'child', 'send', 'support', 'live')	10904_finances
('payment', 'hold', 'owe', 'total', 'card')	10904_finances
('find', 'tax', 'pay', 'month')	10904_finances
('instalment', 'property', 'mortgage', 'loan')	10904_finances
('family', 'partner', 'repair', 'money')	10904_finances
('ask', 'partner', 'child', 'like')	10904_finances
('reason', 'tell', 'follow', 'receive')	10904_finances
('look', 'year', 'think')	10904_finances
('information', 'document', 'give')	10904_finances
('drawdown', 'mortgage', 'loan')	10904_finances
('wife', 'husband', 'name')	10904_finances
('suppose', 'receive', 'partner(s')	10904_finances
('card', 'store', 'credit')	10904_finances
('family', 'partner', 'month')	10904_finances
('investment', 'household', 'hold')	10904_finances
('suppose', 'receive', 'think')	10904_finances
('country', 'payment', 'send')	10904_finances
('manage', 'day')	10904_finances
('family', 'partner')	10904_finances
('total', 'owe')	10904_finances
('payment', 'send')	10904_finances
('account', 'hold')	10904_finances
('limit', 'borrowing')	10904_finances
('expense', 'expect')	10904_finances
('account', 'bank')	10904_finances
('total', 'balance')	10904_finances
('mother', 'child')	10904_finances
('owe', 'money')	10904_finances
('give', 'send')	10904_finances
('come', 'property')	10904_finances
('home', 'spend', 'household', 'food', 'week')	10906_consumption__expenditure
('spend', '1st', 'year', 'household', 'electricity')	10906_consumption__expenditure
('spend', '1st', 'year', 'household', 'include')	10906_consumption__expenditure
('accommodation', 'follow', 'item', 'apply', 'number')	10906_consumption__expenditure
('alcohol', 'household', 'licence', 'member', 'pub')	10906_consumption__expenditure
('spend', '1st', 'year', 'household', 'oil')	10906_consumption__expenditure
('home', 'family', 'year', 'holiday', 'week')	10906_consumption__expenditure
('spend', 'year', 'household', 'gas')	10906_consumption__expenditure
('charity', 'month', 'organisation', 'money')	10906_consumption__expenditure
('replace', 'family', 'partner', 'money')	10906_consumption__expenditure
('spend', 'year', 'household')	10906_consumption__expenditure
('family', 'partner', 'money')	10906_consumption__expenditure
('sport', 'child')	10906_consumption__expenditure
('family', 'partner')	10906_consumption__expenditure
('pension', 'scheme', 'run', 'employer', 'superannuation')	10907_pensions
('payment', 'receive', 'type', 'check', 'card')	10907_pensions
('pension', 'employer', 'scheme', 'belong')	10907_pensions
('statement', 'scheme', 'describe', 'employer')	10907_pensions
('check', 'payment', 'receive', 'type')	10907_pensions
('pension', 'include', 'contribute')	10907_pensions
('scheme', 'join')	10907_pensions
('payment', 'rent', 'rebate', 'allowance', 'deduct')	10908_benefits__welfare
('payment', 'income', 'type', 'discuss', 'receive')	10908_benefits__welfare
('payment', 'receive', 'type', 'check', 'card')	10908_benefits__welfare
('ask', 'benefit', 'credit', 'get', 'number')	10908_benefits__welfare
('check', 'payment', 'receive', 'type')	10908_benefits__welfare
('check', 'receive', 'housing', 'benefit')	10908_benefits__welfare
('type', 'list', 'receive', 'income')	10908_benefits__welfare
('receive', 'type', 'payment', 'list')	10908_benefits__welfare
('receive', 'payment', 'type', 'card')	10908_benefits__welfare
('type', 'payment', 'receive')	10908_benefits__welfare
('receive', 'payment', 'type')	10908_benefits__welfare
('type', 'receive', 'income')	10908_benefits__welfare
('receive', 'include')	10908_benefits__welfare
('environment', 'tell', 'thing', 'follow', 'question')	11001_social_attitudes
('agree', 'statement', 'extent', 'follow', 'disagree')	11001_social_attitudes
('environment', 'thing', 'follow', 'feel', 'question')	11001_social_attitudes
('car', 'environment', 'thing', 'follow', 'question')	11001_social_attitudes
('People', 'affect', 'climate', 'believe', 'change')	11001_social_attitudes
('family', 'agree', 'life', 'disagree', 'suffer')	11001_social_attitudes
('environment', 'thing', 'follow', 'question')	11001_social_attitudes
('majority', 'lifestyle', 'disagree', 'agree')	11001_social_attitudes
('wife', 'agree', 'husband', 'disagree')	11001_social_attitudes
('describe', 'lifestyle')	11001_social_attitudes
('go', 'agree', 'disagree', 'issue', 'series')	11002_politics
('election', 'think', 'tomorrow', 'party', 'support')	11002_politics
('politic', 'think', 'party', 'view', 'question')	11002_politics
('election', 'mean', 'run', 'think', 'vote')	11002_politics
('difference', 'scale', 'constituency', 'vote', 'party')	11002_politics
('feel', 'mean', 'dislike', 'scale')	11002_politics
('agree', 'statement', 'disagree', 'people')	11002_politics
('agree', 'statement', 'disagree')	11002_politics
('think', 'party')	11002_politics
('party', 'vote')	11002_politics
('supporter', 'vote')	11002_politics
('affect', 'eat', 'apply', 'people', 'live')	11003_religion
('religion', 'regard', 'belong')	11003_religion
('religion', 'practise', 'consider')	11003_religion
('life', 'belief', 'difference')	11003_religion
('service', 'meeting', 'attend')	11003_religion
('religion', 'bring')	11003_religion
('religion', 'practise')	11003_religion
('religion', 'tick')	11003_religion
('describe', 'religion')	11003_religion
('refuse', 'statement', 'child', 'eat', 'follow')	11101_infant_feeding
('statement', 'appetite', 'follow', 'child')	11101_infant_feeding
('stop', 'breastfeed')	11101_infant_feeding
('know', 'age', 'list', 'child', 'interact')	11103_parenting
('know', 'night', 'stay', 'month', '9.00pm')	11103_parenting
('go', 'movie', 'activity', 'child', 'leisure')	11103_parenting
('schooling', 'college', 'university', 'like', 'finish')	11103_parenting
('allow', 'rule', 'set', 'child', 'help')	11103_parenting
('child', 'vary', 'matter', 'talk', 'parent')	11103_parenting
('complete', 'child', 'level', 'think', 'exam')	11103_parenting
('child', 'member', 'meal', 'live', 'evening')	11103_parenting
('school', 'come', 'parent', 'evening')	11103_parenting
('quarrel', 'time', 'parent', 'child')	11103_parenting
('child', 'spank', 'slap')	11103_parenting
('help', 'homework', 'child')	11103_parenting
('school', 'parent')	11103_parenting
('shout', 'child')	11103_parenting
('cuddle', 'child')	11103_parenting
('childname', 'mother')	11103_parenting
('age', 'consider', 'expect', 'interest', 'policy')	11201_retirement
('family', 'friend', 'think', 'have', 'retirement')	11201_retirement
('worry', 'disability', 'think', 'illness', 'retirement')	11201_retirement
('time', 'community', 'think', 'have', 'retirement')	11201_retirement
('boss', 'go', 'list', 'people', 'retirement')	11201_retirement
('work', 'retire', 'activity', 'consider', 'pay')	11201_retirement
('isolate', 'worry', 'think', 'feel', 'retirement')	11201_retirement
('thing', 'provide', 'use', 'expect', 'retirement')	11201_retirement
('worry', 'income', 'think', 'have', 'retirement')	11201_retirement
('belong', 'scheme', 'benefit', 'receive', 'outlive')	11201_retirement
('tell', 'thing', 'lot', 'people', 'retirement')	11201_retirement
('age', 'job', 'retire', 'retirement', 'pay')	11201_retirement
('activity', 'think', 'have', 'retirement', 'leisure')	11201_retirement
('travel', 'think', 'have', 'retirement', 'chance')	11201_retirement
('age', 'need', 'people', 'live')	11201_retirement
('age', 'people', 'live')	11201_retirement
('people', 'age', 'live')	11201_retirement
('retirement', 'think')	11201_retirement
('keep', 'home')	11201_retirement
('end', 'pregnancy', 'month')	11402_infant_mortality
