InstrumentURN	InstrumentName	QuestionURN	QuestionLabel	QuestionItemName	QuestionText	Instruction	response_label	response_domain	QuestionGroupID	QuestionGroupAgency	QuestionGroupName	QuestionGroupLabel
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:20880633-66e8-44c0-b313-6f91313f3bab:1	ECONACTIVITYD	qi_ECONACTIVITYD	Which of these would you say best describes your situation now?		cs_qECONACTIVITYD	1|Employed and currently working (or on annual leave/holiday). 2|Employed but on paid leave (including furlough). 3|Employed and on unpaid leave. 4|Apprenticeship. 5|In unpaid/voluntary work. 6|Self-employed and currently working (or on holiday). 7|Self-employed but not currently working. 8|Unemployed. 9|Permanently sick or disabled. 10|Looking after home or family. 11|In education at school/college/university. 12|Retired. 13|Doing something else. -8|Don't Know. -9|Don't want to answer	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:20d1862e-82e3-461a-a5e5-7dff821a3e93:1	HWRKSAT N	qi_HWRKSAT_N	On a scale of 0 to 10, where 0 means 'completely disagree' and 10 means 'completely agree', how much would you say you agree or disagree with the statement below. I am able to work effectively whilst being at home		cs_qHWRKSAT_N	1|0 Completely disagree. 2|1. 3|2. 4|3. 5|4. 6|5. 7|6. 8|7. 9|8. 10|9. 11|10 Completely agree. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:2150bd51-394e-4cfd-bee0-585279ba45f2:1	FINANCIALMANB	qi_FINANCIALMANB	In the 3 months before the Coronavirus outbreak in March, how well would you say you personally were managing financially?		cs_qFINANCIALMANB	1|Living comfortably. 2|Doing all right. 3|Just about getting by. 4|Finding it quite difficult. 5|Finding it very difficult. -8|Don't Know. -9|Don't want to answer	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:24d7cd07-2169-49f5-978b-d7544e505a76:1	PECONACTIVITYB	qi_PECONACTIVITYB	Which of these best describes what your partner was doing just before the Coronavirus outbreak in March? If they were doing more than one activity, please choose the activity that they spent most time doing.		cs_qECONACTIVITYB	1|Employed. 2|Self-employed. 3|In unpaid/ voluntary work. 4|Apprenticeship. 5|Unemployed. 6|Permanently sick or disabled. 7|Looking after home or family. 8|In education at school/college/university. 9|Retired. 10|Doing something else. -8|Don't Know. -9|Don't want to answer	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:27210b48-cae6-47f9-a8d8-73c00ec75cfe:1	WRKHOURSB	qi_WRKHOURSB	How many hours per week did you usually work, not including meal breaks but including overtime?			Hours in week	34043abc-f9fc-4bbf-8642-977a809fd2f7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:28ab21ed-f0b2-4001-ac04-eb55abdddd46:1	GROAYB	qi_GROAYB	At the time of the outbreak of the Coronavirus in March 2020 was your annual gross pay from your main job – that is before any deductions for tax, National Insurance, pension, union dues and so on...		cs_qGROAY	1|Less than £16,000 per year. 2|£16,000 or more per year, less than £23,000 per year. 3|£23,000 or more per year, less than £31,000 per year. 4|£31,000 or more per year, less than £44,000 per year. 5|£44,000 or more per year, less than £60,000 per year. 6|More than £60,000 per year. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:2c76217c-caf5-40ca-ae19-090040c3b24d:1	WRKHOURSDEDU	qi_WRKHOURSDEDU	And how many hours per week do you usually work now, not including meal breaks but including overtime?			Hours in week	34043abc-f9fc-4bbf-8642-977a809fd2f7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:2e52fc2d-e2ce-4a6d-b149-ad223e31772c:1	JTITLEB	qi_JTITLEB	What was your job title at that time?			Generic text	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:2efdf286-937f-4eed-adff-c746624beb1c:2	FOODBANK	qi_FOODBANK	How often has your household used a food bank, or similar service, since the Coronavirus outbreak began?		cs_FOODBANK	1|Never. 2|Less than four times. 3|Four times or more	34043abc-f9fc-4bbf-8642-977a809fd2f7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:2fb6a880-5600-44eb-b9e5-4d46fb4ed937:1	BENEFITB	qi_BENEFITB	In the three months before the Coronavirus outbreak in March, did you (or your partner if you have one) receive any of the following?	Please select all that apply.	cs_qBENEFITB	1|Free school meals for children. 2|Universal credit. 3|Pension credit. 4|Income support or Job Seeker's Allowance. 5|Working Tax Credit or Child Tax credit. 6|Employment and Support Allowance. 7|Statutory sick pay. 8|Housing benefit. 9|Council tax support or reduction. 11|Carers allowance, Personal independence payments, or Disability Living Allowance. 12|No - none of these. -8|Don't Know. -9|Don't want to answer	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:306e2da5-6e88-4a1d-8bdf-cb7d0b266aa5:1	TIMEUSE NEW(15)	qi_TIMEUSE_NEW_15	We would like to know about how you have been spending your time recently. How many hours have you been spending doing each of the following activities on a typical week day in the last two weeks? Ill in bed	You can enter whole hours (e.g. 1) or half hours (e.g. 1.5). Please round to the nearest half an hour. If you are not sure of the exact amount of time, please give your best estimate. If you have not typically spent any time doing an activity, or you have typically spent less than half an hour doing an activity please enter 0.		Hours in day F	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:30b59908-a364-414d-9dbd-3de4b759436c:1	PJTITLEB	qi_PJTITLEB	What was your partner's job title?			Generic text	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:3147474f-ae9d-4273-9845-5924e388d2cc:1	FINGIVD	qi_FINGIVD	Since the Coronavirus outbreak in March, have you given financial help, in the form of money or by paying for goods (for example groceries, medicines) to any of the following?	Please select all that apply.	cs_qFINGIVB	1|Adult children, including in-laws. 2|Parents or grandparents, including in-laws. 3|Siblings. 4|Former spouse or partner. 5|Friends or Neighbours. 6|Someone else. 7|No - did not give financial help to anyone. -8|Don't Know. -9|Don't want to answer	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:31a50e77-440e-4d9e-8665-419b1c282bde:2	ECONACTIVITYD	qi_ECONACTIVITYD	And which of these would you say best describes your situation now - that is since the Coronavirus outbreak?		cs_ECONACTIVITYD	1|Employed and currently working. 2|Employed but on paid leave (including furlough). 3|Employed and on unpaid leave. 4|Apprenticeship. 5|In unpaid/voluntary work. 6|Self-employed and currently working. 7|Self-employed but not currently working. 8|Unemployed. 9|Permanently sick or disabled. 10|Looking after home or family. 11|In education at school/college/university. 12|Retired. 13|Doing something else	34043abc-f9fc-4bbf-8642-977a809fd2f7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:3205dec1-12cc-4afc-bfd2-a83f859f41a6:1	TIMEUSE NEW(14)	qi_TIMEUSE_NEW_14	We would like to know about how you have been spending your time recently. How many hours have you been spending doing each of the following activities on a typical week day in the last two weeks? Personal care (e.g. taking a shower/bath, grooming, getting dressed etc.)	You can enter whole hours (e.g. 1) or half hours (e.g. 1.5). Please round to the nearest half an hour. If you are not sure of the exact amount of time, please give your best estimate. If you have not typically spent any time doing an activity, or you have typically spent less than half an hour doing an activity please enter 0.		Hours in day F	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:35043eee-1a90-4120-89ba-d2370ecb912b:1	FINAMTRCCHAN	qi_FINAMTRCCHAN	Is the amount of financial help you have received from your adult children, including in-laws, since the Coronavirus outbreak in March 2020 different to the amount you would have received if the Coronavirus outbreak had not happened?		cs_qFINAMTRCCHAN	1|Yes – I received more financial help because of the Coronavirus outbreak. 2|Yes – I received less financial help because of the Coronavirus outbreak. 3|No – I would have received the same amount of financial help if the Coronavirus outbreak had not happened.. -8|Don't know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:35305131-0182-4fcc-b346-6d408a0e81c3:1	GROAMB2	qi_GROAMB2	"At the time of the outbreak of the Coronavirus in March 2020 was your monthly gross pay from your main job – that is before any deductions for tax, National Insurance, pension, union dues and so on...
"		cs_qGROAMB2	1|Less than £1200 per month. 2|£1200 or more per month, less than £1800 per month. 3|£1800 or more per month, less than £2400 per month. 4|£2400 or more per month, less than £3400 per month. 5|£3400 or more per month, less than £4600 per month. 6|More than £4600 per month. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:37680b39-cbaa-4cdd-8de0-2a2d5e1372a1:1	FINANCIALMANB	qi_FINANCIALMANB	In the 3 months before the Coronavirus outbreak in March 2020, how well would you say you personally were managing financially?		cs_qFINANCIALMANB	1|Living comfortably. 2|Doing all right. 3|Just about getting by. 4|Finding it quite difficult. 5|Finding it very difficult. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:38a60782-652d-4c5b-b2bb-709010ba24bf:1	JMAKEBCHK	qi_JMAKEBCHK	The answer you've given is quite short. Before continuing, please go back and check your answer to make sure you have fully described the firm or organisation you worked for.		cs_Continue	1|Continue	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:3c0d3687-14cf-47ed-b96c-6facb7d6ca7d:1	PZEROHB	qi_PZEROHB	In this job, did your partner have a zero hours contract?		cs_qCOVID_HOSPAD	1|Yes. 2|No. -8|Don't Know. -9|Don't want to answer	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:3d17790d-7d37-4ce1-95ee-c8b2e0e3e447:1	PJDOB	qi_PJDOB	Please describe in your own words what your partner mainly did in this job. 	Please describe in detail (for example job title and the type of work).		Long text	34043abc-f9fc-4bbf-8642-977a809fd2f7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:3d49be0e-140a-4c98-9f02-196756396dba:2	ECONACTIVITYDEDU	qi_ECONACTIVITYDEDU	And which of these best describes what you are doing now - that is since the Coronavirus outbreak?	If you are doing more than one activity, please choose the activity that you spend most time doing.	cs_ECONACTIVITYDEDU	1|Employed. 2|Self-employed. 3|In unpaid/ voluntary work. 4|Apprenticeship. 5|Unemployed. 6|Permanently sick or disabled. 7|Looking after home or family. 8|In education at school/college/university. 9|Retired. 10|Doing something else	34043abc-f9fc-4bbf-8642-977a809fd2f7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:410c2442-e7e0-42eb-9415-5ba6c73e32a5:2	WRKLOCATIONDEDU	qi_WRKLOCATIONDEDU	Which of the following best describes your work location since the Coronavirus outbreak?		cs_WRKLOCATIONDEDU	1|Work from your own home. 2|Work at employer's premises. 3|Other	34043abc-f9fc-4bbf-8642-977a809fd2f7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:41fd5505-8e4f-4b89-baf7-be22708053b1:2	PECONACTIVITYD	qi_PECONACTIVITYD	And which of these would you say best describes your partner's situation now - that is since the Coronavirus outbreak?		cs_PECONACTIVITYD	1|Employed and currently working. 2|Employed but on paid leave (including furlough). 3|Employed and on unpaid leave. 4|Apprenticeship. 5|In unpaid/voluntary work. 6|Self-employed and currently working. 7|Self-employed but not currently working. 8|Unemployed. 9|Permanently sick or disabled. 10|Looking after home or family. 11|In education at school/college/university. 12|Retired. 13|Doing something else	34043abc-f9fc-4bbf-8642-977a809fd2f7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:44d77798-7f10-4a21-8aab-4d3b33b8a2ef:1	GROA	qi_GROA	In your main job how much is your GROSS pay, that is before any deductions for tax, national insurance, pension, union dues and so on? You can give an hourly, weekly, fortnightly, monthly or yearly amount. Please include in your gross pay any overtime, bonuses, commissions, tips or tax refunds. If you don't know the precise amount it would be very helpful if you could provide your best estimate AMOUNT £			Range: 0-1000000	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:465b2bd1-d7e5-4a3e-9521-5dfeabd652dc:1	FINRECD	qi_FINRECD	Since the Coronavirus outbreak in March, have you received financial help, in the form of money or by paying for goods (for example groceries, medicines) from any of the following?	Please select all that apply.	cs_qFINRECB	1|Adult children, including in-laws. 2|Parents or grandparents, including in-laws. 3|Siblings. 4|Former spouse or partner. 5|Friends or Neighbours. 6|Someone else. 7|No - did not receive help from anyone. -8|Don't Know. -9|Don't want to answer	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:47661052-4118-4c0b-98fc-43caed7be929:1	TIMEUSE NEW(16)	qi_TIMEUSE_NEW_16	We would like to know about how you have been spending your time recently. How many hours have you been spending doing each of the following activities on a typical week day in the last two weeks? Other	You can enter whole hours (e.g. 1) or half hours (e.g. 1.5). Please round to the nearest half an hour. If you are not sure of the exact amount of time, please give your best estimate. If you have not typically spent any time doing an activity, or you have typically spent less than half an hour doing an activity please enter 0.		Hours in day F	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:4a5785e3-daac-4c77-88a9-b64be6660981:1	HHINCBAND2	qi_HHINCBAND2	Over which period would you most easily be able to tell us about your { if HHNUMWH=1: and your partner's} take-home income from earnings, benefits and any other source of regular income, after tax and deductions at the time of the Coronavirus outbreak in March 2020?		cs_qHHINCBAND2	1|Weekly. 2|Monthly. 3|Annually. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:4ad7694e-178f-4f23-87a4-de5389a6a65a:1	FINAMTGCCHAN	qi_FINAMTGCCHAN	Is the amount of financial help you have given to your adult children, including in-laws since the Coronavirus outbreak in March 2020 different to the amount you would have given if the Coronavirus outbreak had not happened?		cs_qFINAMTGCCHAN	1|Yes – I have given more financial help because of the Coronavirus outbreak. 2|Yes - I have given less financial help because of the Coronavirus outbreak. 3|No – I would have given the same amount of financial help if the Coronavirus outbreak had not happened.. -8|Don't know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:4b96b80d-2c74-4225-bcf9-bbbf707bbb55:1	BENEFITOTH	qi_BENEFITOTH	Since the Coronavirus outbreak in March 2020, have you used any of the following?	Please select all that apply.	cs_qBENEFITOTH	1|Mortgage or rent payment holidays. 2|Council tax payment holiday. 3|Other debt repayment or interest payment holidays. 4|No - none of these. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:4c3699f5-77e4-4e9b-bdbb-86a3c277b9bc:1	WRKLOCATIOND	qi_WRKLOCATIOND	Which of the following best describes your work location?		cs_qWRKLOCATIOND	1|Work from your own home. 2|Work at employer's premises. 3|Work some days at home and some days at employer's premises. 4|Other. -8|Don't Know. -9|Don't want to answer	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:4d9459f3-45c1-4974-ae95-249a20ca27ad:1	FINAMTRC	qi_FINAMTRC	In total, how much financial help have you received from your adult children, including in-laws since the Coronavirus outbreak in March 2020? £	If you don't know the precise amount it would be very helpful if you could provide your best estimate.		Range: 0-1000000	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:4fc78f07-3193-49e2-bc4f-2e845428153e:1	GROAM	qi_GROAM	Is your monthly gross pay from your main job – that is before any deductions for tax, National Insurance, pension, union dues and so on...		cs_qGROAM	1|Less than £1200 per month. 2|£1200 or more per month, less than £1800 per month. 3|£1800 or more per month, less than £2400 per month. 4|£2400 or more per month, less than £3400 per month. 5|£3400 or more per month, less than £4600 per month. 6|More than £4600 per month. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:83ab13bb-90e6-40fe-8741-16cf36400450:4	Next_Steps_Age_30_COVID-19_Survey_-_Wave_1	urn:ddi:uk.cls.nextsteps:502c11ba-d87a-4a55-b73c-babaf1ca3b4f:1	PJTITLEB	qi_PJTITLEB	What was your partner's job title?			Generic text	34043abc-f9fc-4bbf-8642-977a809fd2f7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:51a40f1e-d0a7-4ac6-a141-9cae940bd911:1	HHINCY2	qi_HHINCY2	Was your { if HHNUMWH=1: and your partner's} take-home income from earnings, benefits and any other source of regular income, after tax and deductions at the time of the Coronavirus outbreak in March 2020?		cs_qHHINCY	1|Less than £10,000 per year. 2|£10,000 or more per year, less than £18,000 per year. 3|£18,000 or more per year, less than £26,000 per year. 4|£26,000 or more per year, less than £39,000 per year. 5|£39,000 or more per year, less than £52,000 per year. 6|More than £52,000 per year. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:51a5d4ec-a2c8-4bf7-a28f-ea375e9bfb0d:1	FINANCIALMAND	qi_FINANCIALMAND	Overall, how do you feel your current financial situation compares to before the Coronavirus outbreak?		cs_qFINANCIALMAND	1|I'm much worse off. 2|I'm a little worse off. 3|I'm about the same. 4|I'm a little better off. 5|I'm much better off. -8|Don't Know. -9|Don't want to answer	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:51e87a1e-809c-410a-bebc-f77bbd6a4f82:1	GROAYB2	qi_GROAYB2	"At the time of the outbreak of the Coronavirus in March 2020 was your annual gross pay from your main job – that is before any deductions for tax, National Insurance, pension, union dues and so on...
"		cs_qGROAYB2	1|Less than £16,000 per year. 2|£16,000 or more per year, less than £23,000 per year. 3|£23,000 or more per year, less than £31,000 per year. 4|£31,000 or more per year, less than £44,000 per year. 5|£44,000 or more per year, less than £60,000 per year. 6|More than £60,000 per year. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:522bbf3d-66f6-4f0d-8a0b-ea48561c8380:1	TIMEUSE NEW(1)	qi_TIMEUSE_NEW_1	We would like to know about how you have been spending your time recently. How many hours have you been spending doing each of the following activities on a typical week day in the last two weeks? Paid work	You can enter whole hours (e.g. 1) or half hours (e.g. 1.5). Please round to the nearest half an hour. If you are not sure of the exact amount of time, please give your best estimate. If you have not typically spent any time doing an activity, or you have typically spent less than half an hour doing an activity please enter 0.		Hours in day F	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:52e912b9-58de-4235-a6a5-886455684079:1	PJMAKESEBCHK	qi_PJMAKESEBCHK	The answer you've given is quite short. Before continuing, please go back and check your answer to make sure you have fully described your partner's firm or organisation.		cs_qCON	1|Continue	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:3032d053-47dd-471e-883e-346f09928d3f:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_2	urn:ddi:uk.cls.nextsteps:52e93665-5aac-4003-adcb-a457611227cf:1	JDOB	qi_JDOB	Please describe in your own words what you mainly did in this job.	Please describe in detail (for example job title and the type of work).		Long text	d8091a5c-50db-4a52-919d-c9a529c1f7a7	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:56a64e6e-03ee-4789-ab35-7ec2272d7a04:1	GROBANDB	qi_GROBANDB	Over which period would you most easily be able to tell us about your gross pay from your main job – that is before any deductions for tax, national insurance, pension union dues and so on at the time of the outbreak of the Coronavirus in March 2020?		cs_qGROBAND	1|Hourly. 2|Weekly. 3|Monthly. 4|Annually. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
urn:ddi:uk.cls.nextsteps:82b7a6c9-47ea-4ee5-98fb-4cd5958c4076:1	Next_Steps_Age_30_COVID-19_Survey_-_Wave_3	urn:ddi:uk.cls.nextsteps:584abe9e-0e6c-4336-b75e-a0647b33b6f3:1	HHINCBAND	qi_HHINCBAND	Over which period would you most easily be able to tell us about your { if HHNUMWH=1: and  your partner's} take-home income from earnings, benefits and any other source of regular  income, after tax and deductions?		cs_qHHINCBAND	1|Weekly. 2|Monthly. 3|Annually. -8|Don't Know. -9|Don't want to answer	a33900e2-646c-4253-b055-86c3bb7649f9	uk.closer	11609.0	Employment and income (CV19)
