InstrumentURN	InstrumentName	QuestionURN	QuestionLabel	QuestionItemName	QuestionText	Instruction	response_label	response_domain	QuestionGroupID	QuestionGroupAgency	QuestionGroupName	QuestionGroupLabel
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:a8b16ea3-2e56-4cc0-89a2-71863ba1081d:1	PXWA	qi_PXWA	Even though [^name of partner] wasn't working did [^he/she] have a job that [^he/she] was away from last week?	IF ON LEAVE FROM A JOB (E.G. MATERNITY, PATERNITY, ANNUAL LEAVE ETC), CODE YES JOB = PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT. ONLY INCLUDE THOSE ON BREAKS, ON CONTRACT, SEASONAL WORK, ETC IF THERE IS A DEFINITE JOB KEPT OPEN FOR THEM TO GO BACK TO. IF HAS JOB WAITING TO START, CODE NO.	cs_Yes_No	1|Yes. 2|No	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:a9425b9c-6585-4d3a-b5de-5c6a984dceb6:1	MACT	qi_MACT	I'd like to ask you some questions about how ^Jack ^is looked after, but first, can you tell me which of the things on this card best describes what you are currently doing?	CODE ONLY ONE MAIN ACTIVITY IF RESPONDENT IS ON ANNUAL/SICK LEAVE FROM THEIR EMPLOYER, CODE AS WORKING	cs_qMACT	1|In a job and currently working for an employer. 2|On m/paternity/parental leave from an employer. 3|self-employed. 4|Full-time student. 5|Looking after the home and family. 95|Doing something else	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:aaaae7f4-37f7-4030-8a8f-99a5788e2d71:1	JBSM	qi_JBSM	(When did you start [^working for your current employer / your current period of self-employment / your current main job]) ENTER MONTH	IF CURRENT MAIN JOB WAS NOT ALWAYS MAIN JOB, GIVE YEAR/ MONTH THIS BECAME MAIN JOB. IF RESPONDENT UNSURE OF MONTH SEE HELP (CODE NULL)	cs_month	1|January. 2|February. 3|March. 4|April. 5|May. 6|June. 7|July. 8|August. 9|September. 10|October. 11|November. 12|December	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:aad239e9-b359-4c0a-a299-a425c88c760e:1	PAID	qi_PAID	Was this leave paid?		cs_Yaoi_Ysoi_Nnoi	1|Yes, all of it. 2|Yes, some of it. 3|No, none of it	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:ab00d906-5669-4fd7-9a0a-eb30b7ede99f:1	J10 ovem	qi_J10_ovem	Correct the date of the start of the current activity i.e. job or not working period ENTER MONTH		cs_J_F_M_A_M_J_J_A_S_O_N_D	1|January. 2|February. 3|March. 4|April. 5|May. 6|June. 7|July. 8|August. 9|September. 10|October. 11|November. 12|December	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:ab3d25d9-52b3-4929-8136-42397a2066eb:1	DAYW ii	qi_DAYW_ii	How many days of the week does ^he work on?			Range:1-7	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:ab58b25a-4445-4d20-a692-2f15abee0bf8:1	SUPN ii	qi_SUPN_ii	Do you supervise more than 25 people?		cs_Yes_No	1|Yes. 2|No	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:aba3796c-b766-4073-8a14-350cd4e35253:1	PXWR	qi_PXWR	What was the main reason [^he/she] was away from work last week?		ML_PL_PL_OLh_Si_Loost_Opfr_Or	1|Maternity Leave. 2|Parental Leave. 3|Paternity Leave. 4|Other Leave/holiday. 5|Sick/injured. 6|Laid off/on short time. 7|Other personal family reason. 95|Other reasons	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:ad5c55ab-2c26-4d72-b01a-6e0de190efff:1	LOOK i	qi_LOOK_i	Are you currently looking for paid work? Is that full-time work, part-time work or either of these?		cs_Yft_Ypt_Yefopt_Nnlfw	1|Yes – full time. 2|Yes – part time. 3|Yes – either full or part time. 4|No - not looking for work	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:ad6e716a-066a-439d-8f1e-51acf8d62beb:1	LSTJ	qi_LSTJ	I'd like to ask about the last paid job you did. Was this job full-time or part-time?		cs_Ft30omhaw_Ptu30haw	1|Full-time (30 or more hours a week). 2|Part-time (under 30 hours a week)	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:ad75d43d-9763-4362-bcf0-8ec64619c0c1:1	NSTM	qi_NSTM	(When did your current period [^Current non-working status (textfill taken from NWRK) ] start?) ENTER MONTH		cs_J_F_M_A_M_J_J_A_S_O_N_D	1|January. 2|February. 3|March. 4|April. 5|May. 6|June. 7|July. 8|August. 9|September. 10|October. 11|November. 12|December	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:ad95206c-2433-44d7-b185-809f8d8656e6:1	PLEA iii	qi_PLEA_iii	Which of these types of leave has ^David taken since ^Jack born?	CODE ALL THAT APPLY	cs_PLEA_iii	1|Maternity/Paternity leave. 2|Parental leave. 3|Sick leave. 4|Annual leave. 95|Any other type of leave	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:ad9e2312-9bd1-45aa-92d9-76596da111b8:1	EVEW	qi_EVEW	In your job or jobs how often do you work in the evening after 6pm and up to 10pm?	INTERVIEWER: This includes any work done between 6pm and 10pm - e.g. a day in which respondent works from 9 am till 6:30 pm should also be included here.	cs_EVEW-everydaynever	1|Every day. 2|Every week. 3|At least once a month. 4|Less than once per month. 5|Never	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:adb9b75b-3299-48f5-8356-298776560c03:1	SEEM	qi_SEEM	About how many people work for you?		cs_Waoowp_Lt25_25om	1|Works alone or only with partner. 2|Less than 25. 3|25 or more	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:ae611174-bdd5-418a-9760-4edf613663a1:1	WKWE i	qi_WKWE_i	(In your job or jobs how often do you work...) ... at weekends?		cs_Ew_Alopm_Ltopm_N	1|Every week. 2|At least once per month. 3|Less than once per month. 4|Never	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:aeb3b031-da6a-4ab6-865e-95e31311e831:1	EMSA	qi_EMSA	^Are you still with the same employer?		cs_Yes_No	1|Yes. 2|No	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8aecfaea-7147-4965-bc32-f5c279159544:1	MCS_9_Months_First_Survey_2000	urn:ddi:uk.cls.mcs:af642bf4-6ba6-438e-9268-1808c58cd5c3:1	WOST	qi_WOST	How long before ^Jack ^was born did you actually stop work?	NOTE THIS CAN MEAN JOB ENDED OR WENT ON LEAVE ENTER TIME BEFORE BIRTH NOT NUMBER OF WEEKS PREGNANT CODE HERE WHETHER YOU WILL BE ENTERING DAYS, WEEKS OR MONTHS OR CODE HERE WHETHER YOU WILL BE ENTERING DAYS, WEEKS OR MONTHS OR CODE HERE WHETHER YOU WILL BE ENTERING DAYS, WEEKS OR MONTHS OR CODE LESS THAN ONE DAY	cs_qWOST	1|Days. 2|Weeks. 3|Months. 4|Less than one day	53f78494-051c-44ff-afe8-12ed27ab02f9	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:af922e10-678b-4079-b05a-8e2dce30e21e:1	NOTW	qi_NOTW	Last time we interviewed you [^On date of last interview], you were [^non-working status (textfill taken from feed-forward data)]. When did this period of [^non-working status (textfill taken from feed-forward data)] end? ENTER YEAR	INTERVIEWER: IF PERSON MOVED ON TO ANOTHER PERIOD OF 'NOT WORKING', WE WANT WHEN THE PERIOD OF [^non-working status] ENDED.		Range:1950-2050	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b06a2956-dcaa-4895-a99b-94d686d626e0:1	PXWL	qi_PXWL	I'd now like to ask you some questions about paid work.   Can I just check, did [^name of partner] do any paid work last week (that is the 7 days ending last Sunday) as either an employee or self-employed?  		cs_Yes_No	1|Yes. 2|No	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:b0990e48-8904-45e0-a8aa-68b19bff381f:1	JHSD	qi_JHSD	Could you give me some details of that job which you started in (DATE AT YRST). Please tell me the exact job title and describe fully the sort of work you did. ENTER FURTHER DETAILS OF JOB	NB: IF MORE THAN ONE JOB, MAIN=MOST HOURS IF EQUAL HOURS THEN HIGHEST PAID		Generic text	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b14b594a-409a-4cc4-89cc-6cd784a53245:1	PXLS	qi_PXLS	Last time we interviewed [^name of partner] [^on date of last interview], [^his/her] job title in [^his/her] main job was [^job title (textfill taken from FF.JBTI) ]. Is this [^his/her] job title in [^his/her] main job now?	JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT. IF MORE THAN ONE JOB, MAIN=JOB WITH MOST HOURS. IF EQUAL HOURS, MAIN=HIGHEST PAID.	cs_Yes_No	1|Yes. 2|No	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b14c4a08-19cd-4535-a385-2c95dfe172f3:1	STJX i	qi_STJX_i	Please specify			Other	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:b1e6e012-34a4-4a4e-a89b-4bf902c609cd:1	WKWK i	qi_WKWK_i	Can I just check, did you do any paid work last week (that is the 7 days ending last Sunday) either as an employee or self employed?		cs_Yes_No	1|Yes. 2|No	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b1edc05a-1f8e-4286-b5b3-56a3456555f1:1	PXLY	qi_PXLY	When did [^that job/ <name of partner's> job/ with this/that employer (textfill determined by PXLS, PXLE & PXLC) ] end? ENTER YEAR	IF STILL DOING JOB BUT NO LONGER MAIN JOB, GIVE YEAR/MONTH THIS JOB STOPPED BEING MAIN JOB. JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT.		Range:1950-2050	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b21a5bf1-f62d-4522-ae83-4f72a8dd16c6:1	PSTA ii	qi_PSTA_ii	[^I'll start by asking you about what you were doing immediately before your current spell of employment/ not working. ] Can you look at this card and tell me which of these descriptions comes closest to what you were doing immediately before [^Month] [^Year]?	INTERVIEWER: WE ONLY NEED TO ACCOUNT FOR THE PERIOD BACK TO THE INTERVIEW WHEN [^cohort child name] WAS BORN [^Date]	Wfade_Wftseiadj_Wfmse_Ulfw_Rfpwa_Lafoh_Ifes_Lsd_Ogts_Ses	1|Working for a different employer. 2|Working for the same employer in a different job. 3|Working for myself (self-employed). 4|Unemployed/looking for work. 5|Retired from paid work altogether. 6|Looking after family or home. 7|In full-time education/student. 8|Long-term sick/disabled. 9|On government training scheme. 95|Something else (specify)	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b32eb8d3-9c71-4ead-81bd-55712359caaf:1	WKHM	qi_WKHM	Do you work mainly at home or from home in your main job?		Yes_No	1|Yes. 2|No	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b36fef5a-9909-4548-9d75-784740ceb266:1	STJY	qi_STJY	When did you stop [^working for that employer/being self-employed/ that period of working for that employer or that period of being self-employed]? ENTER YEAR	JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT. IF WENT ON LEAVE BEFORE JOB ENDED, GIVE MONTH AND YEAR JOB ACTUALLY ENDED IF STILL DOING JOB BUT NO LONGER MAIN JOB, GIVE YEAR/MONTH THIS JOB STOPPED BEING MAIN JOB.		Range:2008-2013	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b426b678-f6a4-4375-b131-49359a8d6da1:1	PXJV	qi_PXJV	Does [^name of partner] have any managerial duties or is supervising any other employees?		M_Fos_Namos	1|Manager. 2|Foreman or supervisor. 3|Not a manager or supervisor	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:b4494073-d4af-4c59-a3ef-4a946af9fe30:1	EMSS	qi_EMSS	Please specify			Other	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:b4ae5350-9b98-435c-854b-aab761ac745c:1	EMPN i	qi_EMPN_i	About how many people work for your employer at the workplace (building, branch works or site) where you work?		cs_Wa_12_39_1024_2549_5099_100199_200499_500999_1000om_DKft25_DK25om	1|Works alone. 2|1-2. 3|3-9. 4|10-24. 5|25-49. 6|50-99. 7|100-199. 8|200-499. 9|500-999. 10|1000 or more. 11|DK, fewer than 25. 12|DK, 25 or more	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:b4dffa53-0e04-45c2-bab8-340682dfcdfd:1	NSTY i	qi_NSTY_i	When did this period of not working start? YEAR:	IF NEVER WORKED CODE Never=1 AND RECORD DATE OF LEAVING FULL TIME EDUCATION		Range:1964-2005	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b4e7d5f2-32c3-4ee0-98b8-24eb0a5aa7bf:1	WPBA	qi_WPBA	How satisfied or dissatisfied are you with the balance between the amount of time your [^husband/wife/ partner] spends with the family and the amount of time your [^husband/wife/ partner] spends at work?	INTERVIEWER: IF OTHERS IN ROOM, 'You can tell me which number applies'	Vs_Fs_Nsnd_Fd_Vd_Cs	1|Very satisfied. 2|Fairly satisfied. 3|Neither satisfied nor dissatisfied. 4|Fairly dissatisfied. 5|Very dissatisfied. 6|Can't say	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b59168c5-ba63-4116-b004-7083738bd9ed:1	PXJY	qi_PXJY	When did [^name of partner] start [^working for [^his/her] current employer / [^his/her] current period of self-employment / [^his/her] current main job]? INTERVIEWER: FIRST ENTER YEAR	IF CURRENT MAIN JOB WAS NOT ALWAYS MAIN JOB, GIVE YEAR/MONTH THIS BECAME MAIN JOB.		Range:1980-2013	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b693fe72-b163-44b0-b70a-193996c627f3:1	STJM	qi_STJM	(When did [^your/that job with this/that employer] end?) ENTER MONTH	IF WENT ON LEAVE BEFORE JOB ENDED, GIVE MONTH AND YEAR JOB ACTUALLY ENDED IF STILL DOING JOB BUT NO LONGER MAIN JOB, GIVE YEAR/MONTH THIS JOB STOPPED BEING MAIN JOB. JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT.	J_F_M_A_M_J_J_A_S_O_N_D	1|January. 2|February. 3|March. 4|April. 5|May. 6|June. 7|July. 8|August. 9|September. 10|October. 11|November. 12|December	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b6e66dcd-67db-4fe1-95e6-0ec374017283:1	FLXB	qi_FLXB	And which, if any, of these arrangements have you made use of in your current main job [^since the time we interviewed you on (date of last interview)]	PROBE: What others? CODE ALL THAT APPLY [code maximum 15 out of 16 possible responses]	Fhwccv_wnoc_Onsbe_Hwfcfaftw_Cfcashodsh_Toffe_Cbfpr_Ml_Pltowff_Al_Pl_Js_Waofho_Stc_Attuffr_Not	1|Financial help with childcare/childcare vouchers. 2|Workplace nursery or creche. 3|Other nurseries supported by employer. 4|Help with finding childcare facilities away from the workplace. 5|Care for children after school hours or during school holidays. 6|Time off for family emergencies. 7|Career breaks for personal reasons. 8|Maternity leave. 9|Paternity leave (time off work for fathers). 10|Adoptive leave. 11|Parental Leave. 12|Job-sharing. 13|Working at or from home occasionally. 14|School term-time contracts. 15|A telephone to use for family reasons. 96|None of these	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:b6edffa8-0762-4ef8-947d-8be7b95aa572:1	RNOX	qi_RNOX	SPECIFY			Other	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b7439dcd-3cba-40c5-b794-16c6da5512a1:1	LJBY	qi_LJBY	Last time we interviewed you [^On date of last interview] you were working as a [^job title (textfill from FF.Jbti) ]. When did this job end? ENTER YEAR	IF WENT ON LEAVE BEFORE JOB ENDED, RECORD MONTH AND YEAR JOB ACTUALLY ENDED		Range:1950-2050	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b798e84c-6bf8-4e26-91d7-5f8ea01af6cc:1	PXBM	qi_PXBM	(When did [^he/she] stop [^working for that employer/being self-employed /that period of working for that employer or that period of self-employment) ENTER MONTH		cs_month	1|January. 2|February. 3|March. 4|April. 5|May. 6|June. 7|July. 8|August. 9|September. 10|October. 11|November. 12|December	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:b84b7964-1a7b-4ec6-a514-38d5ddb66c9b:1	CHKH	qi_CHKH	Can I just confirm that the first time you returned to work/work from leave after Cohort child was born was (Date at PSTA for earliest occasion where PSTA = 01 or PSTA= 02)	Note to CAPI: Date at PSTA for first occasion PSTA=01 or 02 is first after birth of cohort child not necessarily first in sequence of history's collection which is going backwards in time.	cs_Yes_No	1|Yes. 2|No	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:b86e0f25-06f3-420c-9028-5efd392da3c6:1	EMPT i	qi_EMPT_i	Which type of organization do you work for in you main job?		cs_PfcPLC__CSoCGnaf_LgothiLeAfp__NHSoNHST_SHeuop_Ni_Npmoicc_AF_O	1|Private firm/company/PLC. 2|Civil Service or Central Government (not armed forces). 3|Local government or town hall (including Local Education Authority, fire, police). 4|National Health Service or NHS Trust. 5|State Higher Education (university or polytechnic). 6|Nationalised industry. 7|Non-profit making organisation (including charity, co-operative). 8|Armed Forces. 9|Other	97f1a58e-42f3-4231-9601-b6fb4a72e9b5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b8b6bf72-9de8-44f7-9f78-a944cc202e9c:1	PXLC	qi_PXLC	[^The last time we interviewed [^name of partner] on [^date of last interview] [^he/she] [^working for an employer/self-employed/ working for an employer or self-employed.] Is [^he/she] still [^employed by the same employer/self-employed/ employed by the same employer or still self-employed??]		cs_Yes_No	1|Yes. 2|No	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b8c4c1fc-c2a9-42c3-9685-7d5397250efe:1	PXNY	qi_PXNY	When did [^his/her] current period of [^Current non-working status] start? ENTER YEAR			Range:1950-2050	462f42b1-820c-40ae-8a8b-2c3ee4c2e904	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b8c7c573-0f15-4dca-a123-765ac80fb7f6:1	EMPS	qi_EMPS	Are you working as an employee or self-employed in your main job?	JOB=PERIOD OF PAID WORK WITH AN EMPLOYER OR PERIOD OF CONTINUOUS SELF-EMPLOYMENT. IF MORE THAN ONE JOB, MAIN=JOB WITH MOST HOURS. IF EQUAL HOURS, MAIN=HIGHEST PAID.	cs_E_Se	1|Employee. 2|Self-employed	d625fffb-464c-4816-be17-5622400d54c5	uk.closer	10901.0	Occupation | Employment
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:b8fb89f3-3592-4150-94d3-8897c921cafb:1	PXNE	qi_PXNE	(When did this period of [^FF non-working status] end?) ENTER MONTH	IF PERSON MOVED ON TO ANOTHER PERIOD OF 'NOT WORKING',WE WANT WHEN THE PERIOD OF [^non-working status] ENDED.	cs_month	1|January. 2|February. 3|March. 4|April. 5|May. 6|June. 7|July. 8|August. 9|September. 10|October. 11|November. 12|December	6b3edad9-a6f0-4337-9b8a-aae925edbd99	uk.closer	10901.0	Occupation | Employment
