key_words	Topic
['return', 'prefer', 'time', 'work']	10901_occupation__employment
['employ', 'month', 'job', 'look']	10901_occupation__employment
['situation', 'employment', 'describe']	10901_occupation__employment
['employee', 'duty', 'supervise']	10901_occupation__employment
['employ', 'employee', 'self']	10901_occupation__employment
['job', 'stop', 'tell']	10901_occupation__employment
['week', 'reason', 'work']	10901_occupation__employment
['week', 'job', 'work']	10901_occupation__employment
['attract', 'job', 'thing']	10901_occupation__employment
['person', 'work', 'firm']	10901_occupation__employment
['account', 'partnership', 'work']	10901_occupation__employment
['kind', 'organisation', 'work']	10901_occupation__employment
['job', 'description', 'occupation']	10901_occupation__employment
['have', 'think', 'job']	10901_occupation__employment
['leshst', 'start', 'period']	10901_occupation__employment
['turn', 'month', 'promotion']	10901_occupation__employment
['employment', 'pay', 'name]/']	10901_occupation__employment
['time', 'job']	10901_occupation__employment
['job', 'way']	10901_occupation__employment
['employ', 'people']	10901_occupation__employment
['job', 'week']	10901_occupation__employment
['end', 'period']	10901_occupation__employment
['time', 'day']	10901_occupation__employment
['pay', 'job']	10901_occupation__employment
['work', 'influence']	10901_occupation__employment
['employment', 'pay']	10901_occupation__employment
['task', 'influence']	10901_occupation__employment
['employment', 'period']	10901_occupation__employment
['way', 'work']	10901_occupation__employment
['year', 'time', 'work', 'father', 'think']	10902_social_classification
['mother', 'job', 'time']	10902_social_classification
['time', 'father', 'job']	10902_social_classification
['mother', 'work']	10902_social_classification
['pay', 'hour', 'enter', 'pound', 'code']	10903_income
['check', 'deduction', 'tax', 'income', 'figure']	10903_income
['deduction', 'place', 'card', 'number', 'group']	10903_income
['pay', 'deduction', 'tax', 'due', 'union']	10903_income
['deduction', 'tax', 'due', 'salary', 'union']	10903_income
['loss', 'period', 'account', 'figure', 'show']	10903_income
['earn', 'deduction', 'tax', 'second', 'job']	10903_income
['adoption', 'home', 'receive', 'paternity', 'maternity']	10903_income
['equipment', 'income', 'good', 'business', 'job']	10903_income
['pay', 'hour', 'work', 'receive', 'week']	10903_income
['year', 'period', 'beginning', 'account', 'prepare']	10903_income
['account', 'prepare', 'month', 'period']	10903_income
['profit', 'loss', 'figure', 'relate']	10903_income
['hour', 'enter', 'estimate', 'code']	10903_income
['hour', 'pay', 'rate', 'work']	10903_income
['income', 'receive', 'know', 'include']	10903_income
['OVERTIME', 'enter', 'estimate', 'code']	10903_income
['hour', 'calculate', 'pay', 'salary']	10903_income
['account', 'year', 'prepare', 'period']	10903_income
['tax', 'total', 'code']	10903_income
['overtime', 'pay', 'rate']	10903_income
['enter', 'estimate', 'code']	10903_income
['cover', 'period']	10903_income
['payment', 'receive']	10903_income
['figure', 'deduction']	10903_income
['pay', 'overtime']	10903_income
['hour', 'pay']	10903_income
['tax', 'code']	10903_income
['pay', 'receive']	10903_income
['explain', 'number', 'follow', 'family', 'thing']	10904_finances
['dividend', 'receive', 'saving', 'investment', 'way']	10904_finances
['ask', 'bill', 'household', 'gas', 'water']	10904_finances
['month', 'mortgage', 'people', 'find', 'housing']	10904_finances
['enter', 'proportion', 'receive', 'quarter', 'half']	10904_finances
['payment', 'maintenance', 'tell', 'cover', 'child']	10904_finances
['card', 'tell', 'bill', 'number', 'apply']	10904_finances
['follow', 'money', 'month', 'gift', 'country']	10904_finances
['card', 'debit', 'include', 'store', 'loyalty']	10904_finances
['money', 'time', 'support', 'give', 'child']	10904_finances
['partner', 'child', 'behalf', 'receive', 'say']	10904_finances
['friend', 'investment', 'community', 'member', 'family']	10904_finances
['partner', 'ask', 'like', 'child', 'parent']	10904_finances
['age', 'live', 'support', 'think', 'child']	10904_finances
['owe', 'payment', 'card', 'hold', 'total']	10904_finances
['find', 'tax', 'month', 'pay']	10904_finances
['instalment', 'property', 'loan', 'mortgage']	10904_finances
['money', 'partner', 'replace', 'family']	10904_finances
['partner', 'name', 'wife', 'husband']	10904_finances
['reason', 'tell', 'receive', 'follow']	10904_finances
['year', 'think', 'look']	10904_finances
['document', 'information', 'give']	10904_finances
['limit', 'borrowing', 'total']	10904_finances
['drawdown', 'loan', 'mortgage']	10904_finances
['suppose', 'receive', 'partner[s']	10904_finances
['store', 'credit', 'card']	10904_finances
['month', 'partner', 'family']	10904_finances
['suppose', 'receive', 'think']	10904_finances
['send', 'payment', 'country']	10904_finances
['manage', 'day']	10904_finances
['money', 'owe']	10904_finances
['partner', 'family']	10904_finances
['total', 'owe']	10904_finances
['send', 'payment']	10904_finances
['hold', 'account']	10904_finances
['expense', 'expect']	10904_finances
['account', 'bank']	10904_finances
['hold', 'household']	10904_finances
['balance', 'total']	10904_finances
['mother', 'child']	10904_finances
['send', 'give']	10904_finances
['come', 'property']	10904_finances
['alcohol', 'include', 'household', 'total', 'week']	10906_consumption__expenditure
['year', 'electricity', 'spend', '1st', 'household']	10906_consumption__expenditure
['year', 'spend', '1st', 'include', 'household']	10906_consumption__expenditure
['buy', 'home', 'food', 'member', 'week']	10906_consumption__expenditure
['item', 'number', 'follow', 'accommodation', 'apply']	10906_consumption__expenditure
['oil', 'year', 'spend', '1st', 'household']	10906_consumption__expenditure
['year', 'home', 'holiday', 'family', 'week']	10906_consumption__expenditure
['year', 'spend', 'gas', 'household']	10906_consumption__expenditure
['money', 'partner', 'replace', 'family']	10906_consumption__expenditure
['charity', 'money', 'organisation']	10906_consumption__expenditure
['money', 'partner', 'family']	10906_consumption__expenditure
['spend', 'year', 'household']	10906_consumption__expenditure
['leisure', 'child']	10906_consumption__expenditure
['child', 'school']	10906_consumption__expenditure
['partner', 'family']	10906_consumption__expenditure
['scheme', 'pension', 'employer', 'run', 'superannuation']	10907_pensions
['type', 'check', 'payment', 'card', 'receive']	10907_pensions
['scheme', 'employer', 'belong', 'pension']	10907_pensions
['scheme', 'describe', 'employer', 'statement']	10907_pensions
['payment', 'type', 'check', 'receive']	10907_pensions
['contribute', 'include']	10907_pensions
['scheme', 'join']	10907_pensions
['rent', 'payment', 'allowance', 'rebate', 'deduct']	10908_benefits__welfare
['type', 'payment', 'discuss', 'income', 'receive']	10908_benefits__welfare
['type', 'check', 'payment', 'card', 'receive']	10908_benefits__welfare
['ask', 'benefit', 'check', 'count', 'day']	10908_benefits__welfare
['payment', 'type', 'check', 'receive']	10908_benefits__welfare
['benefit', 'housing', 'check', 'receive']	10908_benefits__welfare
['income', 'list', 'type', 'receive']	10908_benefits__welfare
['payment', 'type', 'receive', 'list']	10908_benefits__welfare
['payment', 'type', 'receive', 'card']	10908_benefits__welfare
['payment', 'type', 'receive']	10908_benefits__welfare
['income', 'type', 'receive']	10908_benefits__welfare
['receive', 'include']	10908_benefits__welfare
['tell', 'environment', 'follow', 'question', 'thing']	11001_social_attitudes
['extent', 'disagree', 'agree', 'follow', 'statement']	11001_social_attitudes
['feel', 'environment', 'follow', 'question', 'thing']	11001_social_attitudes
['car', 'environment', 'follow', 'question', 'thing']	11001_social_attitudes
['People', 'believe', 'affect', 'follow', 'statement']	11001_social_attitudes
['suffer', 'disagree', 'agree', 'life', 'family']	11001_social_attitudes
['environment', 'follow', 'question', 'thing']	11001_social_attitudes
['majority', 'lifestyle', 'disagree', 'agree']	11001_social_attitudes
['disagree', 'agree', 'wife', 'husband']	11001_social_attitudes
['lifestyle', 'describe']	11001_social_attitudes
['tv', 'leave']	11001_social_attitudes
['agree', 'disagree', 'go', 'issue', 'read']	11002_politics
['party', 'tomorrow', 'support', 'think', 'election']	11002_politics
['party', 'speak', 'politic', 'think', 'question']	11002_politics
['run', 'election', 'vote', 'scale', 'mean']	11002_politics
['constituency', 'difference', 'election', 'scale', 'mean']	11002_politics
['disagree', 'agree', 'people', 'think', 'statement']	11002_politics
['scale', 'mean', 'dislike', 'feel']	11002_politics
['disagree', 'agree', 'statement']	11002_politics
['party', 'think']	11002_politics
['vote', 'party']	11002_politics
['vote', 'supporter']	11002_politics
['affect', 'belief', 'eat', 'family', 'religion']	11003_religion
['regard', 'belong', 'religion']	11003_religion
['religion', 'practise', 'consider']	11003_religion
['religion', 'belong', 'regard']	11003_religion
['life', 'difference', 'belief']	11003_religion
['attend', 'service', 'meeting']	11003_religion
['religion', 'bring']	11003_religion
['religion', 'practise']	11003_religion
['religion', 'tick']	11003_religion
['religion', 'describe']	11003_religion
['follow', 'refuse', 'eat', 'child', 'statement']	11101_infant_feeding
['child', 'appetite', 'statement', 'follow']	11101_infant_feeding
['breastfeed', 'stop']	11101_infant_feeding
['age', 'interact', 'know', 'child', 'way']	11103_parenting
['9.00pm', 'night', 'stay', 'know', 'parent']	11103_parenting
['activity', 'go', 'leisure', 'child', 'zoo']	11103_parenting
['finish', 'college', 'university', 'like', 'schooling']	11103_parenting
['help', 'set', 'allow', 'rule', 'child']	11103_parenting
['child', 'matter', 'thing', 'vary', 'parent']	11103_parenting
['complete', 'exam', 'level', 'think', 'child']	11103_parenting
['day', 'eat', 'family', 'child', 'evening']	11103_parenting
['school', 'evening', 'come', 'parent']	11103_parenting
['quarrel', 'child', 'time', 'parent']	11103_parenting
['child', 'slap', 'spank']	11103_parenting
['help', 'homework', 'child']	11103_parenting
['school', 'parent']	11103_parenting
['shout', 'child']	11103_parenting
['cuddle', 'child']	11103_parenting
['mother', 'childname']	11103_parenting
['age', 'consider', 'expect', 'policy', 'lot']	11201_retirement
['friend', 'retirement', 'have', 'think', 'family']	11201_retirement
['disability', 'worry', 'retirement', 'illness', 'think']	11201_retirement
['retirement', 'work', 'have', 'community', 'think']	11201_retirement
['boss', 'go', 'list', 'people', 'read']	11201_retirement
['pay', 'activity', 'consider', 'work', 'retire']	11201_retirement
['isolate', 'worry', 'feel', 'retirement', 'think']	11201_retirement
['use', 'retirement', 'thing', 'expect', 'provide']	11201_retirement
['worry', 'retirement', 'income', 'have', 'think']	11201_retirement
['belong', 'partner', 'benefit', 'outlive', 'husband']	11201_retirement
['retirement', 'tell', 'people', 'lot', 'thing']	11201_retirement
['age', 'retirement', 'work', 'retire', 'reach']	11201_retirement
['retirement', 'activity', 'have', 'think', 'leisure']	11201_retirement
['chance', 'retirement', 'travel', 'have', 'think']	11201_retirement
['need', 'age', 'live', 'people']	11201_retirement
['age', 'live', 'people']	11201_retirement
['live', 'people', 'age']	11201_retirement
['retirement', 'think']	11201_retirement
['keep', 'home']	11201_retirement
['pregnancy', 'month', 'end']	11402_infant_mortality
